title,description,Genre,Actors,Poster,imdb_score,tags
Beat Bugs,"Jay, Kumi, Crick, Buzz, and Walter are best friends who band together to explore and learn in an overgrown suburban backyard, which to them is their entire universe. Each episode of this animated series features songs by The Beatles performed by artists including Daniel Johns, Robbie Williams and Pink to tell uplifting and life-affirming stories filled with hope and melody.","Animation, Short, Adventure, Comedy, Family, Fantasy, Musical","Rebecca Husain, Ashleigh Ball, Lili Beaudoin, Charles Demers",https://images-na.ssl-images-amazon.com/images/M/MV5BMmUxNDZiYjktM2U1Zi00NTkwLTgyZGItM2FkMTk4NTU1MGM4XkEyXkFqcGdeQXVyMjM5MTQyODM@._V1_SX300.jpg,7.6,"Jay, Kumi, Crick, Buzz, and Walter are best friends who band together to explore and learn in an overgrown suburban backyard, which to them is their entire universe. Each episode of this animated series features songs by The Beatles performed by artists including Daniel Johns, Robbie Williams and Pink to tell uplifting and life-affirming stories filled with hope and melody.SHOWAnimation, Short, Adventure, Comedy, Family, Fantasy, MusicalAURebecca Husain, Ashleigh Ball, Lili Beaudoin, Charles Demers"
Another Miss Oh,Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.,"Comedy, Fantasy, Romance","Ji-won Ye, Hyeon-jin Seo, Eric Moon, Ji-seok Kim",https://m.media-amazon.com/images/M/MV5BMmJjZDkxNTUtYmMzYy00NjExLWJmZjMtZGYzNTI2OWFmMDY1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg,7.9,"Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.SHOWComedy, Fantasy, RomanceKRJi-won Ye, Hyeon-jin Seo, Eric Moon, Ji-seok Kim"
The Deep,"The adventures of the Nekton family, a family of daring underwater explorers who live aboard a state-of-the-art submarine, The Aronnax, and explore uncharted areas of the earth's oceans to unravel the mysteries of the deep.","Animation, Action, Adventure, Family, Sci-Fi","Michael Dobson, Vincent Tong, Ashleigh Ball, Kathleen Barr",http://ia.media-imdb.com/images/M/MV5BMTQ4ODY1NTYzMl5BMl5BanBnXkFtZTgwMTUwMjYwODE@._V1_SX300.jpg,8.1,"The adventures of the Nekton family, a family of daring underwater explorers who live aboard a state-of-the-art submarine, The Aronnax, and explore uncharted areas of the earth's oceans to unravel the mysteries of the deep.SHOWAnimation, Action, Adventure, Family, Sci-FiAUMichael Dobson, Vincent Tong, Ashleigh Ball, Kathleen Barr"
World of Winx,The Winx travel all over the world searching for talent for WOW. and preventing the mysterious talent thief from kidnapping them.,"Animation, Action, Comedy, Family, Fantasy, Mystery","Haven Paschall, Alysha Deslorieux, Eileen Stevens, Rebecca Soler",https://images-na.ssl-images-amazon.com/images/M/MV5BZmIxNTg0NjEtMTIyOS00OTI2LWJhMmQtOTA2YWZlNzAxODQ4XkEyXkFqcGdeQXVyNjgxMTg0OTQ@._V1_SX300.jpg,6.6,"The Winx travel all over the world searching for talent for WOW. and preventing the mysterious talent thief from kidnapping them.SHOWAnimation, Action, Comedy, Family, Fantasy, MysteryUS, ITHaven Paschall, Alysha Deslorieux, Eileen Stevens, Rebecca Soler"
Richie Rich,"Richie Rich is a boy who turned vegetables into a clean energy source. As a result, Rich now has over a trillion dollars. Rich lives with his family in a mansion filled with toys, contraptions, and his best friends Darcy and Murray are always by his side, along with Irona, Richie's robot maid, his dad Cliff, who loves naps and is a bit dense, and his jealous sister Harper. Also, Darcy loves spending money and Murray doesn't want anything out of budget.","Comedy, Family","Macaulay Culkin, Christine Ebersole, John Larroquette, Edward Herrmann",https://images-na.ssl-images-amazon.com/images/M/MV5BZTY4NDc2ODctMzA1ZC00MDc4LWE2ZjItYjIzODVkYTdmNzg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3.1,"Richie Rich is a boy who turned vegetables into a clean energy source. As a result, Rich now has over a trillion dollars. Rich lives with his family in a mansion filled with toys, contraptions, and his best friends Darcy and Murray are always by his side, along with Irona, Richie's robot maid, his dad Cliff, who loves naps and is a bit dense, and his jealous sister Harper. Also, Darcy loves spending money and Murray doesn't want anything out of budget.SHOWComedy, FamilyUSMacaulay Culkin, Christine Ebersole, John Larroquette, Edward Herrmann"
Tales by Light,"Behind every powerful image is a powerful story. Uniting exploration, photography and the natural world, Tales By Light follows photographers from Australia and around the world as they push the limits of their craft.",Documentary,"Eric Cheng, Angela Scott, Stephen Dupont, Art Wolfe",https://images-na.ssl-images-amazon.com/images/M/MV5BZjU1NzM3NzMtNmYxYS00ZmE5LTg2YTYtNGZjNThkYjk3YWFiXkEyXkFqcGdeQXVyNTc3ODgxOTk@._V1_SX300.jpg,8.3,"Behind every powerful image is a powerful story. Uniting exploration, photography and the natural world, Tales By Light follows photographers from Australia and around the world as they push the limits of their craft.SHOWDocumentaryAUEric Cheng, Angela Scott, Stephen Dupont, Art Wolfe"
Dear My Friends,Life is ever-delightful — and ever-challenging — for a group of friends in their twilight years as they rediscover themselves through love and family.,"Comedy, Drama","Hyeon Ju, Hyun-Jung Go, Jung-Hyun Han, Hye-ja Kim",https://m.media-amazon.com/images/M/MV5BZjVjOGI0ZGEtYzQ2YS00NTFmLTg4MGMtM2ViYTRiNThhMDZiXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg,8.2,"Life is ever-delightful — and ever-challenging — for a group of friends in their twilight years as they rediscover themselves through love and family.SHOWComedy, DramaKRHyeon Ju, Hyun-Jung Go, Jung-Hyun Han, Hye-ja Kim"
The Paper,The last independent newsroom in the country is taken over by a construction magnate for the reasons that have nothing to do with love or respect for journalism.,"Crime, Drama","Olga Pakalovic, Trpimir Jurkic, Aleksandar Cvjetkovic, Branka Katic",https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ1NjRhOWEtODYxMi00OTU5LWE0M2EtNjdkZjlhNTQ3MDA0XkEyXkFqcGdeQXVyMjEwNTYwNg@@._V1_SX300.jpg,7.4,"The last independent newsroom in the country is taken over by a construction magnate for the reasons that have nothing to do with love or respect for journalism.SHOWCrime, DramaHROlga Pakalovic, Trpimir Jurkic, Aleksandar Cvjetkovic, Branka Katic"
Stories by Rabindranath Tagore,"The characters of Tagore’s stories spring into life through the cinematic imagination of acclaimed filmmaker, Anurag Basu in ‘Stories By Rabindranath Tagore’. ‘Stories By Rabindranath Tagore’ shares with us the intricately etched characters created by the master himself and brought onto the small screen by the visionary director of ‘Barfi’ and ‘Life in a Metro.’",Drama,"Radhika Apte, Shreya Narayan, Zachary Coffin, Kranti Prakash Jha",https://images-na.ssl-images-amazon.com/images/M/MV5BZWU3OTgzNmItOGI0Mi00ZWZmLTgyZDctNzQxZWVhNzk5YjQ1XkEyXkFqcGdeQXVyNTM2MTEyNDc@._V1_SX300.jpg,8.8,"The characters of Tagore’s stories spring into life through the cinematic imagination of acclaimed filmmaker, Anurag Basu in ‘Stories By Rabindranath Tagore’. ‘Stories By Rabindranath Tagore’ shares with us the intricately etched characters created by the master himself and brought onto the small screen by the visionary director of ‘Barfi’ and ‘Life in a Metro.’SHOWDramaINRadhika Apte, Shreya Narayan, Zachary Coffin, Kranti Prakash Jha"
Cheer Squad,"The Great White Sharks are a sisterhood, there for each other through first loves, new jobs, bad breakups, and everything in between. But they are also elite athletes, idolized by thousands and members of the best all-star cheerleading team in the world. Cheer Squad follows the two-time World Cheerleading Champions on the long road to defending their title as they try to balance life off the mat with the all-consuming battle to stay on top.",Reality-TV,Ali Moffatt,https://images-na.ssl-images-amazon.com/images/M/MV5BYzhiZGUzOWItZDYwMS00ZDZiLTk5MDUtMTE5MTY4OWMyYjhmXkEyXkFqcGdeQXVyNTE0NTc2MzM@._V1_SX300.jpg,7.2,"The Great White Sharks are a sisterhood, there for each other through first loves, new jobs, bad breakups, and everything in between. But they are also elite athletes, idolized by thousands and members of the best all-star cheerleading team in the world. Cheer Squad follows the two-time World Cheerleading Champions on the long road to defending their title as they try to balance life off the mat with the all-consuming battle to stay on top.SHOWReality-TVCAAli Moffatt"
Paquita Salas,"One of Spain's best talent agents in the '90s, Paquita now finds herself searching desperately for new stars after suddenly losing her biggest client.",Comedy,"Belén Cuesta, Brays Efe, Álex de Lucas, Lidia San José",http://ia.media-imdb.com/images/M/MV5BYjJlYmFhZmUtN2I4ZS00MmQ5LTlkNDgtZThjNDg5NDBkNzY2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,8.0,"One of Spain's best talent agents in the '90s, Paquita now finds herself searching desperately for new stars after suddenly losing her biggest client.SHOWComedyESBelén Cuesta, Brays Efe, Álex de Lucas, Lidia San José"
Old Money,"A family, blessed with richness and power, is desperately seeking for a liver for their father, who wants to hand down his wealth to the one who gets the organ.",Comedy,"Udo Kier, Nicholas Ofczarek, Edita Malovcic, Sunnyi Melles",https://images-na.ssl-images-amazon.com/images/M/MV5BMWQ4YmZhMjgtM2JlNS00MzgxLWFmZTItYTkzZGFiMjAzZDY5XkEyXkFqcGdeQXVyNDM4MTgzNzQ@._V1_SX300.jpg,7.3,"A family, blessed with richness and power, is desperately seeking for a liver for their father, who wants to hand down his wealth to the one who gets the organ.SHOWComedyATUdo Kier, Nicholas Ofczarek, Edita Malovcic, Sunnyi Melles"
Fearless,"On a journey from Brazil to the Las Vegas championships, professional bull riders risk it all to earn money, respect and titles.","Action, Biography, Drama, Sport","Yong Dong, Li Sun, Jet Li, Yun Qu",https://m.media-amazon.com/images/M/MV5BMTI5MjA2Mzk2M15BMl5BanBnXkFtZTcwODY1MDUzMQ@@._V1_SX300.jpg,7.1,"On a journey from Brazil to the Las Vegas championships, professional bull riders risk it all to earn money, respect and titles.SHOWAction, Biography, Drama, SportUSYong Dong, Li Sun, Jet Li, Yun Qu"
Atelier,"A young ""fabric geek"" lands a job at an upscale Japanese lingerie company — and quickly discovers she'll need help to survive.","Comedy, Drama","Mao Daichi, Mirei Kiritani, Ken Kaito, Mayuko Kawakita",http://ia.media-imdb.com/images/M/MV5BYjk3ZjU5NzQtNDQ5ZC00YjczLTgwZTItNjAwNWM2ZTdiZDFlXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,6.3,"A young ""fabric geek"" lands a job at an upscale Japanese lingerie company — and quickly discovers she'll need help to survive.SHOWComedy, DramaJPMao Daichi, Mirei Kiritani, Ken Kaito, Mayuko Kawakita"
Chelsea,"It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.",Documentary,"Steven David, Mary McCormack, Chelsea Handler",https://images-na.ssl-images-amazon.com/images/M/MV5BZmRjYWI3MzUtOGFmNy00NTNjLTkyNTMtOTE3MTk2N2FkMDRhXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,6.1,"It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.SHOWDocumentaryUSSteven David, Mary McCormack, Chelsea Handler"
White Rabbit Project,"Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more.",Reality-TV,"Tory Belleci, Grant Imahara, Kari Byron",https://images-na.ssl-images-amazon.com/images/M/MV5BZmY4Y2MwNTUtYzI3Ni00NzRkLWFlMzUtZDU1YjcyMjU3YTRlXkEyXkFqcGdeQXVyMTEzNjA2NzM@._V1_SX300.jpg,6.9,"Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more.SHOWReality-TVUSTory Belleci, Grant Imahara, Kari Byron"
Chelsea Does,"Comedienne and writer Chelsea Handler discusses the topics of marriage, racism, Silicon Valley, and drugs. Filmed in four parts.",Documentary,"Steven David, Mary McCormack, Chelsea Handler",https://images-na.ssl-images-amazon.com/images/M/MV5BZmRjYWI3MzUtOGFmNy00NTNjLTkyNTMtOTE3MTk2N2FkMDRhXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,7.3,"Comedienne and writer Chelsea Handler discusses the topics of marriage, racism, Silicon Valley, and drugs. Filmed in four parts.SHOWDocumentaryUSSteven David, Mary McCormack, Chelsea Handler"
Trailer Park Boys: Out of the Park: Europe,"A lot of liquor an whores, mustard and bologna, maybe some cigarettes and dope, but mostly just liquor and whores, cigarettes and balogna, as well as mustard and dope.","Adventure, Comedy, Crime, Drama","Robb Wells, John Paul Tremblay, Tom Mayhue, Mike Smith",https://images-na.ssl-images-amazon.com/images/M/MV5BODAzZjYzZGItZWMwNi00YjEzLWJjOWItNTMxYmZiMWNjOGI3XkEyXkFqcGdeQXVyMTkwNDUxOQ@@._V1_SX300.jpg,7.0,"A lot of liquor an whores, mustard and bologna, maybe some cigarettes and dope, but mostly just liquor and whores, cigarettes and balogna, as well as mustard and dope.SHOWAdventure, Comedy, Crime, DramaCARobb Wells, John Paul Tremblay, Tom Mayhue, Mike Smith"
A Touch of Green,"The drama tells the story of air force pilots and their families from 1945 to 1971. As the husbands embarked on patriotic missions to fight against the enemies, their families must content with horror of wars, mass emigration to distant land, and death of love ones. Their shared experience brought the military families together to support one another.","Drama, War","Cheryl Yang, Cindy Yu-Han Lien, Chun-Tian Lan, Tien-Hsin",https://images-na.ssl-images-amazon.com/images/M/MV5BNWVkYTgyYTQtZGJmOS00ZTA4LWIwNDUtZTcwOWExNjExNDNkXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,8.4,"The drama tells the story of air force pilots and their families from 1945 to 1971. As the husbands embarked on patriotic missions to fight against the enemies, their families must content with horror of wars, mass emigration to distant land, and death of love ones. Their shared experience brought the military families together to support one another.SHOWDrama, WarTWCheryl Yang, Cindy Yu-Han Lien, Chun-Tian Lan, Tien-Hsin"
Hibana: Spark,"Tokunaga, a comedian who is down on his luck, has a shock encounter with Kamiya, an older comedian when he visits a fireworks event in Atami on a job. Tokunaga is deeply touched by Kamiya and asks if he can become his apprentice. Kamiya is a genius type of comedian who is full of human kindness. He accepts Tokunaga’s proposition on the condition that he will write his biography.",Drama,"Kento Hayashi, Nahana, Kazuki Namioka, Masao Yoshii",https://images-na.ssl-images-amazon.com/images/M/MV5BODFlYzk2YWEtYWUxOC00NGQwLWE0NDEtMDdmYTU0ZGIxZmQ2XkEyXkFqcGdeQXVyMjI1ODY4OTk@._V1_SX300.jpg,7.9,"Tokunaga, a comedian who is down on his luck, has a shock encounter with Kamiya, an older comedian when he visits a fireworks event in Atami on a job. Tokunaga is deeply touched by Kamiya and asks if he can become his apprentice. Kamiya is a genius type of comedian who is full of human kindness. He accepts Tokunaga’s proposition on the condition that he will write his biography.SHOWDramaJPKento Hayashi, Nahana, Kazuki Namioka, Masao Yoshii"
Luna Petunia,Luna Petunia follows the adventures of a girl who lives in our world and plays in a dreamland where she learns how to make the impossible possible.,"Animation, Family, Fantasy","Edward Glen, Ciara Alexys, Jonah Wineberg, Neil Crone",https://images-na.ssl-images-amazon.com/images/M/MV5BMDUzZTU5NTUtN2VlOC00YmUxLWE2NjktYmY4YjVlMWE5ZjMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg4ODY5NzY@._V1_SX300.jpg,6.2,"Luna Petunia follows the adventures of a girl who lives in our world and plays in a dreamland where she learns how to make the impossible possible.SHOWAnimation, Family, FantasyCAEdward Glen, Ciara Alexys, Jonah Wineberg, Neil Crone"
Ozark,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.","Crime, Drama, Thriller","Sofia Hublitz, Laura Linney, Skylar Gaertner, Jason Bateman",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3OTA5MjkyOV5BMl5BanBnXkFtZTgwOTM2NTI0MjI@._V1_SX300.jpg,8.5,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.SHOWCrime, Drama, ThrillerUSSofia Hublitz, Laura Linney, Skylar Gaertner, Jason Bateman"
Derry Girls,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",Comedy,"Saoirse-Monica Jackson, Louisa Harland, Jamie-Lee O'Donnell, Nicola Coughlan",https://m.media-amazon.com/images/M/MV5BMzdlOTI0NmQtZDYwNS00NDM1LThkYzItOTA3OTFiOTM2ZWYyXkEyXkFqcGdeQXVyMTMzNjk5ODA@._V1_SX300.jpg,8.4,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.SHOWComedyGBSaoirse-Monica Jackson, Louisa Harland, Jamie-Lee O'Donnell, Nicola Coughlan"
The Sinner,"In a small New York town, a haunted detective hunts for answers about perplexing crimes while wrestling with his own demons.","Crime, Drama, Mystery, Thriller",Bill Pullman,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMjcxMjM3OV5BMl5BanBnXkFtZTgwMTUwODQwMzI@._V1_SX300.jpg,7.9,"In a small New York town, a haunted detective hunts for answers about perplexing crimes while wrestling with his own demons.SHOWCrime, Drama, Mystery, ThrillerUSBill Pullman"
Dark,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,"Crime, Drama, Mystery, Sci-Fi, Thriller","Louis Hofmann, Lisa Vicari, Karoline Eichhorn, Maja Schöne",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNjQ2MTY5NV5BMl5BanBnXkFtZTgwOTAzNTQxNDM@._V1_SX300.jpg,8.7,"A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.SHOWCrime, Drama, Mystery, Sci-Fi, ThrillerDELouis Hofmann, Lisa Vicari, Karoline Eichhorn, Maja Schöne"
Riverdale,"Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdale’s wholesome facade.","Crime, Drama, Mystery, Romance","K.J. Apa, Camila Mendes, Lili Reinhart, Cole Sprouse",https://images-na.ssl-images-amazon.com/images/M/MV5BNTkzOTA4ODE3Nl5BMl5BanBnXkFtZTgwODIzMTQzMTI@._V1_SX300.jpg,6.7,"Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdale’s wholesome facade.SHOWCrime, Drama, Mystery, RomanceUSK.J. Apa, Camila Mendes, Lili Reinhart, Cole Sprouse"
Legacies,"In a place where young witches, vampires, and werewolves are nurtured to be their best selves in spite of their worst impulses, Klaus Mikaelson’s daughter, 17-year-old Hope Mikaelson, Alaric Saltzman’s twins, Lizzie and Josie Saltzman, among others, come of age into heroes and villains at The Salvatore School for the Young and Gifted.","Adventure, Drama, Fantasy, Horror, Mystery","Quincy Fouse, Aria Shahghasemi, Danielle Rose Russell, Matthew Davis",https://m.media-amazon.com/images/M/MV5BMjkyOWNlYjYtMTNmOS00M2JlLTkxMDgtMWVlMThiZDNiYmQ3XkEyXkFqcGdeQXVyODgwNTk4NDM@._V1_SX300.jpg,7.3,"In a place where young witches, vampires, and werewolves are nurtured to be their best selves in spite of their worst impulses, Klaus Mikaelson’s daughter, 17-year-old Hope Mikaelson, Alaric Saltzman’s twins, Lizzie and Josie Saltzman, among others, come of age into heroes and villains at The Salvatore School for the Young and Gifted.SHOWAdventure, Drama, Fantasy, Horror, MysteryUSQuincy Fouse, Aria Shahghasemi, Danielle Rose Russell, Matthew Davis"
All American,"When a rising high school football player from South Central L.A. is recruited to play for Beverly Hills High, the wins, losses and struggles of two families from vastly different worlds - Compton and Beverly Hills - begin to collide. Inspired by the life of pro football player Spencer Paysinger.","Drama, Sport","Taye Diggs, Michael Evans Behling, Samantha Logan, Daniel Ezra",https://m.media-amazon.com/images/M/MV5BNjI2YWIwZWMtMmIyZC00NTA2LTlhYmItZDY4ZWM1YTI1NzE4XkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_SX300.jpg,7.6,"When a rising high school football player from South Central L.A. is recruited to play for Beverly Hills High, the wins, losses and struggles of two families from vastly different worlds - Compton and Beverly Hills - begin to collide. Inspired by the life of pro football player Spencer Paysinger.SHOWDrama, SportUSTaye Diggs, Michael Evans Behling, Samantha Logan, Daniel Ezra"
Elite,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.","Crime, Drama, Thriller","Arón Piper, Miguel Bernardeau, Omar Ayuso, Itzan Escamilla",https://m.media-amazon.com/images/M/MV5BOTgyOTIwODk3MV5BMl5BanBnXkFtZTgwNTE2MzEzNjM@._V1_SX300.jpg,7.4,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.SHOWCrime, Drama, ThrillerESArón Piper, Miguel Bernardeau, Omar Ayuso, Itzan Escamilla"
Cobra Kai,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.","Action, Comedy, Drama, Sport","Courtney Henggeler, William Zabka, Ralph Macchio, Xolo Maridueña",https://m.media-amazon.com/images/M/MV5BYTI3NjcxNjctNzZhZS00NjQwLTg4NDEtMmQzOGJiYTUwNWFjXkEyXkFqcGdeQXVyOTA5NzQ0MDQ@._V1_SX300.jpg,8.6,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.SHOWAction, Comedy, Drama, SportUSCourtney Henggeler, William Zabka, Ralph Macchio, Xolo Maridueña"
You,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.","Crime, Drama, Romance, Thriller","Penn Badgley, Victoria Pedretti, Ambyr Childers",https://m.media-amazon.com/images/M/MV5BMjM0MDA2NDEzNF5BMl5BanBnXkFtZTgwODYzNjg4NTM@._V1_SX300.jpg,7.7,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.SHOWCrime, Drama, Romance, ThrillerUSPenn Badgley, Victoria Pedretti, Ambyr Childers"
Good Girls,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.","Comedy, Crime, Drama","Christina Hendricks, Retta, Mae Whitman, Reno Wilson",https://ia.media-imdb.com/images/M/MV5BNDA4MGQ5YzQtYWRhNy00ZTM2LWJlYWUtM2RmODg2YjA0ZDVmXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_SX300.jpg,7.7,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.SHOWComedy, Crime, DramaUSChristina Hendricks, Retta, Mae Whitman, Reno Wilson"
Bodyguard,A troubled war veteran is assigned to protect a controversial politician who may be the target of a terror plot.,"Crime, Drama, Thriller","Richard Madden, Ash Tandon, Sophie Rundle, Vincent Franklin",https://m.media-amazon.com/images/M/MV5BOTQ2YmU5YWYtYTdhMS00YjdmLThlMWMtMWVkZGVmNTVhOWE0XkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_SX300.jpg,8.1,"A troubled war veteran is assigned to protect a controversial politician who may be the target of a terror plot.SHOWCrime, Drama, ThrillerGBRichard Madden, Ash Tandon, Sophie Rundle, Vincent Franklin"
Bodyguard,A troubled war veteran is assigned to protect a controversial politician who may be the target of a terror plot.,"Action, Comedy, Drama, Romance","Hazel Keech, Kareena Kapoor, Salman Khan, Raj Babbar",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyOTkzMzg4Ml5BMl5BanBnXkFtZTcwNTkxNzQzNg@@._V1_SX300.jpg,8.1,"A troubled war veteran is assigned to protect a controversial politician who may be the target of a terror plot.SHOWAction, Comedy, Drama, RomanceGBHazel Keech, Kareena Kapoor, Salman Khan, Raj Babbar"
Godless,"A ruthless outlaw terrorizes the West in search of a former member of his gang, who’s found a new life in a quiet town populated only by women.","Drama, Western","Scoot McNairy, Michelle Dockery, Jack O'Connell, Merritt Wever",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NzkxNDcxNF5BMl5BanBnXkFtZTgwOTI5ODM5MzI@._V1_SX300.jpg,7.6,"A ruthless outlaw terrorizes the West in search of a former member of his gang, who’s found a new life in a quiet town populated only by women.SHOWDrama, WesternUSScoot McNairy, Michelle Dockery, Jack O'Connell, Merritt Wever"
Altered Carbon,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.","Action, Drama, Sci-Fi, Thriller","Renée Elise Goldsberry, Will Yun Lee, Dichen Lachman, Chris Conner",https://images-na.ssl-images-amazon.com/images/M/MV5BOTdhOGVjOTEtZjgwMC00MWRiLTlhMTctMDM3MzZkNTcxYmVmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.9,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.SHOWAction, Drama, Sci-Fi, ThrillerUSRenée Elise Goldsberry, Will Yun Lee, Dichen Lachman, Chris Conner"
Maniac,"Two strangers are drawn to a mysterious pharmaceutical trial that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems, permanently. Things do not go as planned.","Comedy, Drama, Sci-Fi","Sonoya Mizuno, Jonah Hill, Justin Theroux, Emma Stone",https://m.media-amazon.com/images/M/MV5BMjQ4MDM0NDgwM15BMl5BanBnXkFtZTgwMDIwNzYwNjM@._V1_SX300.jpg,7.7,"Two strangers are drawn to a mysterious pharmaceutical trial that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems, permanently. Things do not go as planned.SHOWComedy, Drama, Sci-FiUSSonoya Mizuno, Jonah Hill, Justin Theroux, Emma Stone"
Dirty John,Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.,"Crime, Drama","Christian Slater, Amanda Peet, Connie Britton, Eric Bana",https://m.media-amazon.com/images/M/MV5BZGJkZjliMTctYmI1NS00ODI2LTlmYzEtMDA0NzBjMTBlMjkwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,7.3,"Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.SHOWCrime, DramaUSChristian Slater, Amanda Peet, Connie Britton, Eric Bana"
Babylon Berlin,"Beneath the decadence of 1929 Berlin, lies an underworld city of sin. Police investigator Gareon Rath has been transferred from Cologne to the epicenter of political and social changes in the Golden Twenties.","Crime, Drama, Thriller","Lars Eidinger, Liv Lisa Fries, Volker Bruch, Leonie Benesch",https://images-na.ssl-images-amazon.com/images/M/MV5BMGU5MjIzMjItNjljMy00ZjdhLWI3NjctYzAxOGE5YTBiZjcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzYwMTkzNTQ@._V1_SX300.jpg,8.4,"Beneath the decadence of 1929 Berlin, lies an underworld city of sin. Police investigator Gareon Rath has been transferred from Cologne to the epicenter of political and social changes in the Golden Twenties.SHOWCrime, Drama, ThrillerDELars Eidinger, Liv Lisa Fries, Volker Bruch, Leonie Benesch"
Charmed,"Set in the fictional college town of Hilltowne, Charmed follows the lives of three sisters, Macy, Mel and Maggie Vera who, after the tragic death of their mother, discover they are three of the most powerful witches of all time.","Drama, Fantasy, Mystery","Rose McGowan, Brian Krause, Alyssa Milano, Holly Marie Combs",https://m.media-amazon.com/images/M/MV5BNTIxNmUxMWQtNjc0Yy00NjM2LWFjMTMtNjA2MmEzOTFiMWRmXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_SX300.jpg,4.5,"Set in the fictional college town of Hilltowne, Charmed follows the lives of three sisters, Macy, Mel and Maggie Vera who, after the tragic death of their mother, discover they are three of the most powerful witches of all time.SHOWDrama, Fantasy, MysteryUSRose McGowan, Brian Krause, Alyssa Milano, Holly Marie Combs"
